# time t                       x   
2.950000000000000178e+00,4.528057801375886982e+00
3.000000000000000000e+00,4.626943687966350360e+00
3.050000000000000266e+00,4.727497807034821697e+00
3.100000000000000089e+00,4.829698768150681332e+00
3.150000000000000355e+00,4.933527228413990606e+00
3.200000000000000178e+00,5.038966303757597132e+00
3.250000000000000000e+00,5.146001926568669838e+00
3.300000000000000266e+00,5.254623148331964089e+00
3.350000000000000089e+00,5.364822395599434302e+00
3.400000000000000355e+00,5.476595677931866746e+00
3.450000000000000178e+00,5.589942753546466747e+00
3.500000000000000000e+00,5.704867254629214735e+00
3.550000000000000266e+00,5.821376774324327208e+00
3.600000000000000089e+00,5.939482918943904899e+00
3.650000000000000355e+00,6.059201326621754369e+00
3.700000000000000178e+00,6.180551655353211160e+00
3.750000000000000000e+00,6.303557541950616461e+00
3.800000000000000266e+00,6.428246534094310682e+00
3.850000000000000089e+00,6.554649997447452137e+00
3.900000000000000355e+00,6.682802999446069592e+00
3.950000000000000178e+00,6.812744172162305212e+00
4.000000000000000000e+00,6.944515555502711379e+00
4.049999999999999822e+00,7.078162423517880164e+00
4.100000000000000533e+00,7.213733094913151511e+00
4.150000000000000355e+00,7.351278730963138663e+00
4.200000000000000178e+00,7.490853121580052232e+00
4.250000000000000000e+00,7.632512462170334189e+00
4.299999999999999822e+00,7.776315125612708101e+00
4.350000000000000533e+00,7.922321426603206262e+00
4.400000000000000355e+00,8.070593388768617871e+00
4.450000000000000178e+00,8.221194503881534388e+00
4.500000000000000000e+00,8.374189503735031792e+00
4.549999999999999822e+00,8.529644122938528028e+00
4.600000000000000533e+00,8.687624879026401459e+00
4.650000000000000355e+00,8.848198859159731811e+00
4.700000000000000178e+00,9.011433513654393934e+00
4.750000000000000000e+00,9.177396463857123265e+00
4.800000000000000711e+00,9.346155322854729164e+00
4.850000000000000533e+00,9.517777531238767352e+00
4.900000000000000355e+00,9.692330209390121354e+00
4.950000000000000178e+00,9.869880027503095121e+00
5.000000000000000000e+00,1.005049309322318685e+01
5.050000000000000711e+00,1.023423485765142971e+01
5.100000000000000533e+00,1.042117004188997953e+01
5.150000000000000355e+00,1.061136258277873523e+01
5.200000000000000178e+00,1.080487559582581980e+01
5.250000000000000000e+00,1.100177143578691563e+01
5.300000000000000711e+00,1.120211155737793796e+01
5.350000000000000533e+00,1.140595658744869390e+01
5.400000000000000355e+00,1.161336634356647401e+01
5.450000000000000178e+00,1.182439993252035038e+01
5.500000000000000000e+00,1.203911588551256884e+01
5.550000000000000711e+00,1.225757211292675031e+01
5.600000000000000533e+00,1.247982612196392971e+01
5.650000000000000355e+00,1.270593501887889687e+01
5.700000000000000178e+00,1.293595568993700162e+01
5.750000000000000000e+00,1.316994496228234013e+01
5.800000000000000711e+00,1.340795949783198360e+01
5.850000000000000533e+00,1.365005596942180688e+01
5.900000000000000355e+00,1.389629211383000928e+01
5.950000000000000178e+00,1.414672565044119246e+01
6.000000000000000000e+00,1.440141497813477756e+01
6.050000000000000711e+00,1.466041927062208039e+01
6.100000000000000533e+00,1.492379862674651037e+01
6.150000000000000355e+00,1.519161421903950249e+01
6.200000000000000178e+00,1.546392843891870506e+01
6.250000000000000000e+00,1.574080503605745562e+01
6.300000000000000711e+00,1.602230925424731467e+01
6.350000000000000533e+00,1.630850795851394963e+01
6.400000000000000355e+00,1.659946975688565729e+01
6.450000000000000178e+00,1.689526511363876438e+01
6.500000000000000000e+00,1.719596645323949602e+01
6.550000000000000711e+00,1.750164825705134319e+01
6.600000000000000533e+00,1.781238714968364789e+01
6.650000000000000355e+00,1.812826197592070798e+01
6.700000000000000178e+00,1.844935386739795291e+01
6.750000000000000000e+00,1.877574630577736059e+01
6.800000000000000711e+00,1.910752515699162757e+01
6.850000000000000533e+00,1.944477871677446146e+01
6.900000000000000355e+00,1.978759781404437490e+01
6.950000000000000178e+00,2.013607576882635897e+01
7.000000000000000000e+00,2.049030821741602892e+01
7.050000000000000711e+00,2.085039333631259240e+01
7.100000000000000533e+00,2.121643164669908899e+01
7.150000000000000355e+00,2.158852653739892347e+01
7.200000000000000178e+00,2.196678383738089835e+01
7.250000000000000000e+00,2.235131168214880049e+01
7.300000000000000711e+00,2.274222057288141841e+01
7.350000000000000533e+00,2.313962341719027194e+01
7.400000000000000355e+00,2.354363550436481134e+01
7.450000000000000178e+00,2.395437442606681344e+01
7.500000000000000000e+00,2.437196009495448124e+01
7.550000000000000711e+00,2.479651462219160152e+01
7.600000000000000533e+00,2.522816235007336516e+01
7.650000000000000355e+00,2.566702977337526548e+01
7.700000000000000178e+00,2.611324547756766989e+01
7.750000000000000000e+00,2.656694017636978700e+01
7.800000000000000711e+00,2.702824661301664833e+01
7.850000000000000533e+00,2.749729954883878946e+01
7.900000000000000355e+00,2.797423577817102469e+01
7.950000000000000178e+00,2.845919404141025311e+01
8.000000000000000000e+00,2.895231502787360611e+01
8.050000000000000711e+00,2.945374137704826012e+01
8.099999999999999645e+00,2.996361766964803408e+01
8.150000000000000355e+00,3.048209042037751715e+01
8.200000000000001066e+00,3.100930811636692397e+01
8.250000000000000000e+00,3.154542118531392703e+01
8.300000000000000711e+00,3.209058204601467423e+01
8.349999999999999645e+00,3.264494510626776247e+01
8.400000000000000355e+00,3.320866680691380424e+01
8.450000000000001066e+00,3.378190566007314999e+01
8.500000000000000000e+00,3.436482227666940048e+01
8.550000000000000711e+00,3.495757945198464967e+01
8.599999999999999645e+00,3.556034217389775876e+01
8.650000000000000355e+00,3.617327773633918753e+01
8.700000000000001066e+00,3.679655574016231867e+01
8.750000000000000000e+00,3.743034823897773578e+01
8.800000000000000711e+00,3.807482972892892548e+01
8.849999999999999645e+00,3.873017732176799655e+01
8.900000000000000355e+00,3.939657073237511042e+01
8.950000000000001066e+00,4.007419245678319442e+01
9.000000000000000000e+00,4.076322777758760907e+01
9.050000000000000711e+00,4.146386493047999267e+01
9.099999999999999645e+00,4.217629513160984800e+01
9.150000000000000355e+00,4.290071272826264703e+01
9.200000000000001066e+00,4.363731524740617829e+01
9.250000000000000000e+00,4.438630352979648563e+01
9.300000000000000711e+00,4.514788179703736404e+01
9.349999999999999645e+00,4.592225777402520492e+01
9.400000000000000355e+00,4.670964276607352872e+01
9.450000000000001066e+00,4.751025176963610619e+01
9.500000000000000000e+00,4.832430356061165355e+01
9.550000000000000711e+00,4.915202078555931564e+01
9.600000000000001421e+00,4.999363006534888854e+01
9.650000000000000355e+00,5.084936206416117699e+01
9.700000000000001066e+00,5.171945160601398328e+01
9.750000000000000000e+00,5.260413773086907696e+01
9.800000000000000711e+00,5.350366381123150461e+01
9.850000000000001421e+00,5.441827759844752421e+01
9.900000000000000355e+00,5.534823135683039652e+01
9.950000000000001066e+00,5.629378188236633207e+01
